GO:0006869,lipid transport,211,3,0.08,4.9e-05
GO:0010876,lipid localization,219,3,0.08,5.5e-05
GO:0033036,macromolecule localization,1046,4,0.39,0.00031
GO:0071702,organic substance transport,1435,4,0.54,0.00103
GO:0000478,endonucleolytic cleavage involved in rRN...,11,1,0,0.00414
GO:0000479,endonucleolytic cleavage of tricistronic...,11,1,0,0.00414
GO:0090502,RNA phosphodiester bond hydrolysis, endo...,11,1,0,0.00414
GO:0000469,cleavage involved in rRNA processing,21,1,0.01,0.00790
GO:0090501,RNA phosphodiester bond hydrolysis,21,1,0.01,0.00790
GO:0005319,lipid transporter activity,119,3,0.04,6.2e-06
GO:0005730,nucleolus,339,2,0.06,0.0015
