GO:0030473,nuclear migration along microtubule,1,1,0,0.00016
GO:0007097,nuclear migration,7,1,0,0.00113
GO:0051647,nucleus localization,7,1,0,0.00113
GO:0015074,DNA integration,440,2,0.07,0.00166
GO:0072384,organelle transport along microtubule,14,1,0,0.00226
GO:0005521,lamin binding,1,1,0,0.00019
GO:0016618,hydroxypyruvate reductase activity,8,1,0,0.00153
GO:0030267,glyoxylate reductase (NADP+) activity,8,1,0,0.00153
GO:0106345,glyoxylate reductase activity,8,1,0,0.00153
GO:0005637,nuclear inner membrane,17,1,0,0.0016
GO:0031965,nuclear membrane,44,1,0,0.0041
